Date,0,1,2,3,4,Total
11/26/2020,15,8,19,11,,53
11/27/2020,12,8,15,15,,50
11/28/2020,16,8,17,21,,62
11/29/2020,20,11,19,18,,68
11/30/2020,15,11,15,21,,62
12/01/2020,15,10,17,15,,57
12/02/2020,14,9,11,14,,48
12/03/2020,16,17,13,15,,61
12/04/2020,9,15,13,17,,54
12/05/2020,18,15,17,15,,65
12/06/2020,13,15,16,16,,60
12/07/2020,10,11,7,15,,43
12/08/2020,12,13,10,11,,46
12/09/2020,9,15,16,9,,49
12/10/2020,13,14,12,15,,54
12/11/2020,11,10,16,14,,51
12/12/2020,16,16,17,18,,67
12/13/2020,13,9,13,19,,54
12/14/2020,10,10,17,12,,49
12/15/2020,16,12,13,12,,53
12/16/2020,18,17,14,11,,60
12/17/2020,9,13,16,15,,53
12/18/2020,12,11,22,16,,61
12/19/2020,18,12,16,17,,63
12/20/2020,12,9,18,16,,55
12/21/2020,16,9,21,17,,63
12/22/2020,11,4,16,13,,44
12/23/2020,16,20,13,10,,59
12/24/2020,14,10,18,12,,54
12/25/2020,18,12,17,17,,64
12/26/2020,19,10,15,12,,56
12/27/2020,16,18,15,26,,75
12/28/2020,16,6,17,15,,54
12/29/2020,13,13,17,14,,57
12/30/2020,16,15,27,15,,73
12/31/2020,15,7,14,24,,60
01/01/2021,23,9,23,27,,82
01/02/2021,14,11,22,13,,60
01/03/2021,11,18,13,12,,54
01/04/2021,7,7,11,10,,35
01/05/2021,12,7,12,18,,49
01/06/2021,14,12,12,8,,46
01/07/2021,6,11,7,15,,39
01/08/2021,9,7,6,8,,30
01/09/2021,12,10,12,13,,47
01/10/2021,10,9,9,18,,46
01/11/2021,10,10,9,5,,34
01/12/2021,12,8,9,18,,47
01/13/2021,8,9,13,4,,34
01/14/2021,11,8,8,8,,35
01/15/2021,9,9,12,6,,36
01/16/2021,19,7,9,12,,47
01/17/2021,14,15,19,6,,54
01/18/2021,11,11,10,6,,38
01/19/2021,9,12,13,5,,39
01/20/2021,12,7,12,8,,39
01/21/2021,14,6,17,10,,47
01/22/2021,10,11,13,16,,50
01/23/2021,12,8,13,12,,45
01/24/2021,9,9,13,11,,42
01/25/2021,14,12,19,7,,52
01/26/2021,13,9,13,10,,45
01/27/2021,9,11,13,5,,38
01/28/2021,10,9,11,8,,38
01/29/2021,8,7,8,7,,30
01/30/2021,3,3,3,2,,11
01/31/2021,3,1,3,5,,12
02/01/2021,13,7,8,10,,38
02/02/2021,15,13,12,17,,57
02/03/2021,15,11,10,7,,43
02/04/2021,15,8,14,4,,41
02/05/2021,17,9,20,14,,60
02/06/2021,11,11,11,20,,53
02/07/2021,13,9,11,20,,53
02/08/2021,20,14,8,14,,56
02/09/2021,16,6,13,7,,42
02/10/2021,13,8,8,4,,33
02/11/2021,12,9,6,14,,41
02/12/2021,16,6,12,10,,44
02/13/2021,17,17,23,12,,69
02/14/2021,10,14,12,20,,56
02/15/2021,6,17,13,11,,47
02/16/2021,6,14,14,12,,46
02/17/2021,16,18,14,7,,55
02/18/2021,17,16,10,10,,53
02/19/2021,16,9,18,14,,57
02/20/2021,20,17,24,14,,75
02/21/2021,23,9,19,15,,66
02/22/2021,14,15,10,12,,51
02/23/2021,12,9,10,19,,50
02/24/2021,12,9,15,16,,52
02/25/2021,11,15,12,13,,51
02/26/2021,21,11,14,26,,72
02/27/2021,13,4,14,11,,42
02/28/2021,16,10,18,15,,59
03/01/2021,16,14,19,10,,59
03/02/2021,13,12,20,19,,64
03/03/2021,19,16,16,13,,64
03/04/2021,14,10,13,9,,46
03/05/2021,12,16,11,10,,49
03/06/2021,14,17,17,24,,72
03/07/2021,19,8,17,18,,62
03/08/2021,14,14,19,11,,58
03/09/2021,13,15,16,11,,55
03/10/2021,16,16,14,20,,66
03/11/2021,12,10,7,11,,40
03/12/2021,20,12,25,13,,70
03/13/2021,12,16,12,22,,62
03/14/2021,16,19,14,18,,67
03/15/2021,9,16,11,10,,46
03/16/2021,10,13,9,11,,43
03/17/2021,16,10,10,14,,50
03/18/2021,9,10,11,7,,37
03/19/2021,13,18,12,8,,51
03/20/2021,7,16,16,12,,51
03/21/2021,13,10,12,8,,43
03/22/2021,13,9,13,11,,46
03/23/2021,12,7,14,12,,45
03/24/2021,10,23,15,10,,58
03/25/2021,19,14,10,9,,52
03/26/2021,14,4,9,11,,38
03/27/2021,11,10,16,11,,48
03/28/2021,12,14,18,19,,63
03/29/2021,15,10,14,10,,49
03/30/2021,10,13,13,12,,48
03/31/2021,10,13,15,5,,43
04/01/2021,19,18,17,11,,65
04/02/2021,19,14,11,14,,58
04/03/2021,12,7,14,20,,53
04/04/2021,14,9,16,8,,47
04/05/2021,11,8,6,12,,37
04/06/2021,10,5,12,9,,36
04/07/2021,14,7,8,5,,34
04/08/2021,15,10,20,12,,57
04/09/2021,9,6,12,16,,43
04/10/2021,17,12,12,8,,49
04/11/2021,9,21,14,9,,53
04/12/2021,11,14,18,17,,60
04/13/2021,13,10,13,11,,47
04/14/2021,15,13,12,9,,49
04/15/2021,9,5,16,8,,38
04/16/2021,5,4,11,12,,32
04/17/2021,11,4,9,10,,34
04/18/2021,8,9,10,5,,32
04/19/2021,10,11,10,6,,37
04/20/2021,6,7,8,8,,29
04/21/2021,8,11,9,12,,40
04/22/2021,12,8,11,10,,41
04/23/2021,12,11,14,11,,48
04/24/2021,10,9,6,7,,32
04/25/2021,7,10,9,7,,33
04/26/2021,12,10,9,12,,43
04/27/2021,11,8,12,4,,35
04/28/2021,3,13,11,13,,40
04/29/2021,8,4,12,7,,31
04/30/2021,12,6,14,8,,40
05/01/2021,13,11,9,3,,36
05/02/2021,10,11,7,9,,37
05/03/2021,8,2,11,8,,29
05/04/2021,6,7,10,11,,34
05/05/2021,13,7,6,8,,34
05/06/2021,6,9,11,6,,32
05/07/2021,11,6,16,8,,41
05/08/2021,13,10,11,6,,40
05/09/2021,8,8,10,7,,33
05/10/2021,9,10,10,7,,36
05/11/2021,11,8,12,5,,36
05/12/2021,7,14,9,9,,39
05/13/2021,8,11,9,7,,35
05/14/2021,6,12,10,10,,38
05/15/2021,7,14,3,5,,29
05/16/2021,12,11,9,9,,41
05/17/2021,15,11,18,13,,57
05/18/2021,10,7,14,5,,36
05/19/2021,7,13,17,6,,43
05/20/2021,7,10,20,13,,50
05/21/2021,10,8,11,21,,50
05/22/2021,10,9,14,10,,43
05/23/2021,13,12,9,4,,38
05/24/2021,10,9,9,7,,35
05/25/2021,10,13,7,11,,41
05/26/2021,9,9,8,9,,35
05/27/2021,8,3,9,8,,28
05/28/2021,10,13,8,15,,46
05/29/2021,8,3,11,17,,39
05/30/2021,7,6,13,13,,39
05/31/2021,5,10,4,6,,25
06/01/2021,5,12,14,7,,38
06/02/2021,8,8,14,9,,39
06/03/2021,12,7,10,11,,40
06/04/2021,11,9,7,11,,38
06/05/2021,9,11,9,12,,41
06/06/2021,11,4,9,6,,30
06/07/2021,15,2,12,7,,36
06/08/2021,10,11,14,7,,42
06/09/2021,12,7,12,4,,35
06/10/2021,12,7,6,4,,29
06/11/2021,9,6,14,5,,34
06/12/2021,10,12,5,10,,37
06/13/2021,9,4,12,9,,34
06/14/2021,12,9,7,9,,37
06/15/2021,9,6,16,8,,39
06/16/2021,7,4,8,12,,31
06/17/2021,11,11,7,8,,37
06/18/2021,6,6,7,6,,25
06/19/2021,9,10,8,8,,35
06/20/2021,13,5,10,13,,41
06/21/2021,8,11,6,7,,32
06/22/2021,8,11,13,10,,42
06/23/2021,5,10,10,10,,35
06/24/2021,6,15,11,7,,39
06/25/2021,14,12,15,6,,47
06/26/2021,11,12,12,13,,48
06/27/2021,9,11,9,8,,37
06/28/2021,9,7,8,3,,27
06/29/2021,12,11,14,10,,47
06/30/2021,12,11,9,3,,35
07/01/2021,11,13,14,14,,52
07/02/2021,8,8,2,12,,30
07/03/2021,9,12,10,12,,43
07/04/2021,14,9,12,6,,41
07/05/2021,9,12,12,8,,41
07/06/2021,9,11,13,6,,39
07/07/2021,6,8,10,7,,31
07/08/2021,6,7,15,10,,38
07/09/2021,10,12,5,7,,34
07/10/2021,14,9,8,7,,38
07/11/2021,5,8,5,7,,25
07/12/2021,5,14,13,12,,44
07/13/2021,16,5,9,6,,36
07/14/2021,6,11,6,4,,27
07/15/2021,8,8,12,11,,39
07/16/2021,10,7,8,3,,28
07/17/2021,10,7,7,9,,33
07/18/2021,8,11,14,4,,37
07/19/2021,5,10,10,10,,35
07/20/2021,11,7,8,8,,34
07/21/2021,5,11,9,2,,27
07/22/2021,9,3,8,6,,26
07/23/2021,5,6,8,3,,22
07/24/2021,11,7,12,4,,34
07/25/2021,4,6,4,7,,21
07/26/2021,12,6,9,9,,36
07/27/2021,9,6,4,7,,26
07/28/2021,12,8,4,9,,33
07/29/2021,3,8,7,5,,23
07/30/2021,13,9,9,5,,36
07/31/2021,6,11,8,7,,32
08/01/2021,11,5,10,8,,34
08/02/2021,9,7,8,7,,31
08/03/2021,5,9,17,10,,41
08/04/2021,9,7,11,3,,30
08/05/2021,4,8,13,12,,37
08/06/2021,5,8,8,8,,29
08/07/2021,9,6,10,13,,38
08/08/2021,12,6,4,8,,30
08/09/2021,10,5,12,7,,34
08/10/2021,10,12,11,4,,37
08/11/2021,7,15,19,7,,48
08/12/2021,6,7,13,4,,30
08/13/2021,8,5,6,11,,30
08/14/2021,7,5,9,5,,26
08/15/2021,8,3,3,10,,24
08/16/2021,16,9,11,7,,43
08/17/2021,8,11,5,10,,34
08/18/2021,9,5,5,10,,29
08/19/2021,11,10,14,3,,38
08/20/2021,3,10,14,5,,32
08/21/2021,7,8,9,7,,31
08/22/2021,13,8,15,12,,48
08/23/2021,11,8,10,6,,35
08/24/2021,11,5,9,4,,29
08/25/2021,6,11,9,5,,31
08/26/2021,9,6,6,13,,34
08/27/2021,9,8,10,3,,30
08/28/2021,12,9,11,6,,38
08/29/2021,7,9,20,5,,41
08/30/2021,8,7,12,6,,33
08/31/2021,6,13,10,2,,31
09/01/2021,10,4,9,5,,28
09/02/2021,4,4,14,5,,27
09/03/2021,5,9,14,8,,36
09/04/2021,13,11,10,10,,44
09/05/2021,8,10,6,5,,29
09/06/2021,7,10,11,8,,36
09/07/2021,4,6,6,11,,27
09/08/2021,5,4,9,3,,21
09/09/2021,8,8,5,5,,26
09/10/2021,8,7,11,11,,37
09/11/2021,11,7,6,19,,43
09/12/2021,13,7,10,9,,39
09/13/2021,12,7,6,6,,31
09/14/2021,7,5,7,8,,27
09/15/2021,7,7,15,7,,36
09/16/2021,7,8,8,8,,31
09/17/2021,9,7,9,4,,29
09/18/2021,9,6,11,10,,36
09/19/2021,6,14,14,8,,42
09/20/2021,3,6,14,7,,30
09/21/2021,11,2,5,11,,29
09/22/2021,9,7,5,4,,25
09/23/2021,6,18,9,12,,45
09/24/2021,8,10,11,4,,33
09/25/2021,9,9,8,11,,37
09/26/2021,8,8,10,11,,37
09/27/2021,8,7,9,5,,29
09/28/2021,7,13,10,7,,37
09/29/2021,7,7,12,5,,31
09/30/2021,11,10,10,5,,36
10/01/2021,11,12,11,10,,44
10/02/2021,9,6,9,13,,37
10/03/2021,14,9,14,14,,51
10/04/2021,12,13,18,7,,50
10/05/2021,16,8,10,5,,39
10/06/2021,9,10,14,11,,44
10/07/2021,9,9,13,11,,42
10/08/2021,10,10,14,8,,42
10/09/2021,8,11,12,6,,37
10/10/2021,8,8,8,4,,28
10/11/2021,11,8,8,18,,45
10/12/2021,11,4,12,10,,37
10/13/2021,9,8,9,5,,31
10/14/2021,2,1,11,4,,18
10/15/2021,7,6,5,8,,26
10/16/2021,9,7,13,7,,36
10/17/2021,11,3,14,7,,35
10/18/2021,8,5,10,13,,36
10/19/2021,6,7,3,10,,26
10/20/2021,11,2,6,8,,27
10/21/2021,5,6,10,11,,32
10/22/2021,6,4,8,7,,25
10/23/2021,8,14,6,7,,35
10/24/2021,9,4,10,4,,27
10/25/2021,9,6,18,11,,44
10/26/2021,9,7,11,5,,32
10/27/2021,9,7,12,14,,42
10/28/2021,11,9,10,10,,40
10/29/2021,9,13,13,8,,43
10/30/2021,8,9,9,11,,37
10/31/2021,9,10,12,11,,42
11/01/2021,11,10,10,11,,42
11/02/2021,7,7,9,10,,33
11/03/2021,12,4,9,9,,34
11/04/2021,7,10,8,15,,40
11/05/2021,14,11,22,10,,57
11/06/2021,12,11,16,13,,52
11/07/2021,8,11,10,11,,40
11/08/2021,9,6,13,8,,36
11/09/2021,8,7,14,12,,41
11/10/2021,9,9,18,5,,41
11/11/2021,15,11,18,9,,53
11/12/2021,9,13,13,13,,48
11/13/2021,9,11,13,6,,39
11/14/2021,12,11,12,10,,45
11/15/2021,10,8,18,7,,43
11/16/2021,6,11,13,9,,39
11/17/2021,13,11,10,6,,40
11/18/2021,6,14,16,9,,45
11/19/2021,12,14,12,11,,49
11/20/2021,13,16,12,16,,57
11/21/2021,10,13,12,11,,46
11/22/2021,8,14,8,10,,40
11/23/2021,8,6,24,6,,44
11/24/2021,14,15,9,12,,50
11/25/2021,11,10,15,7,,43
11/26/2021,10,4,8,5,,27
11/27/2021,12,15,16,14,,57
11/28/2021,23,10,21,15,,69
11/29/2021,14,15,20,13,,62
11/30/2021,12,12,14,12,,50
12/01/2021,9,7,11,11,,38
12/02/2021,14,12,12,12,,50
12/03/2021,17,6,10,12,1,46
12/04/2021,13,7,13,18,,51
12/05/2021,12,8,14,7,,41
12/06/2021,11,15,13,9,,48
12/07/2021,18,7,8,10,,43
12/08/2021,21,9,7,6,,43
12/09/2021,15,13,11,13,,52
12/10/2021,10,8,14,14,,46
12/11/2021,17,8,14,8,,47
12/12/2021,18,12,8,19,,57
12/13/2021,15,9,16,13,,53
12/14/2021,9,10,18,9,,46
12/15/2021,14,11,12,14,,51
12/16/2021,9,16,20,10,,55
12/17/2021,9,13,13,17,,52
12/18/2021,18,16,13,7,,54
12/19/2021,24,5,13,7,,49
12/20/2021,10,13,8,5,,36
12/21/2021,7,8,13,6,,34
12/22/2021,11,7,11,11,,40
12/23/2021,9,9,14,12,,44
12/24/2021,13,6,20,10,,49
12/25/2021,22,8,10,15,,55
12/26/2021,14,12,21,15,,62
12/27/2021,15,11,9,7,,42
12/28/2021,10,16,12,20,,58
12/29/2021,11,11,16,10,,48
12/30/2021,6,6,8,3,,23
12/31/2021,3,8,5,3,,19
01/01/2022,33,18,33,27,,111
01/02/2022,15,6,15,22,,58
01/03/2022,16,15,16,8,,55
01/04/2022,7,18,22,4,,51
01/05/2022,14,15,14,19,,62
01/06/2022,6,13,16,7,,42
01/07/2022,18,15,25,19,,77
01/08/2022,18,12,12,15,,57
01/09/2022,20,11,19,14,,64
01/10/2022,14,9,13,18,,54
01/11/2022,22,18,12,17,,69
01/12/2022,14,21,14,6,,55
01/13/2022,15,12,20,10,,57
01/14/2022,18,11,16,15,,60
01/15/2022,14,13,16,18,,61
01/16/2022,16,15,11,13,,55
01/17/2022,17,12,32,23,,84
01/18/2022,22,20,28,12,,82
01/19/2022,16,17,13,12,,58
01/20/2022,17,15,18,18,,68
01/21/2022,19,8,22,14,,63
01/22/2022,14,15,20,15,,64
01/23/2022,11,13,9,8,,41
01/24/2022,18,11,19,15,,63
01/25/2022,15,9,13,12,,49
01/26/2022,11,7,12,11,,41
01/27/2022,20,21,7,10,,58
01/28/2022,11,7,14,17,,49
01/29/2022,14,14,21,15,,64
01/30/2022,20,10,14,13,,57
01/31/2022,18,13,22,21,,74
02/01/2022,25,15,15,16,,71
02/02/2022,14,14,19,13,,60
02/03/2022,21,18,24,19,,82
02/04/2022,16,11,10,15,,52
02/05/2022,6,10,21,9,,46
02/06/2022,17,7,8,22,,54
02/07/2022,10,15,15,7,,47
02/08/2022,9,11,17,15,,52
02/09/2022,10,14,16,16,,56
02/10/2022,12,13,19,18,,62
02/11/2022,9,10,17,18,,54
02/12/2022,17,19,13,15,,64
02/13/2022,13,15,14,11,,53
02/14/2022,9,12,12,15,,48
02/15/2022,16,13,25,15,,69
02/16/2022,17,11,13,8,,49
02/17/2022,5,9,18,10,,42
02/18/2022,13,18,15,7,,53
02/19/2022,16,9,13,15,,53
02/20/2022,14,18,21,10,,63
02/21/2022,10,10,9,13,,42
02/22/2022,13,9,9,9,,40
02/23/2022,13,8,15,19,,55
02/24/2022,10,9,15,13,,47
02/25/2022,14,10,14,10,,48
02/26/2022,22,11,10,15,,58
02/27/2022,17,11,14,14,,56
02/28/2022,16,13,15,13,,57
03/01/2022,19,14,16,14,,63
03/02/2022,10,9,12,11,,42
03/03/2022,10,11,17,12,,50
03/04/2022,15,14,7,7,,43
03/05/2022,14,19,15,15,,63
03/06/2022,16,17,17,24,,74
03/07/2022,13,19,22,11,,65
03/08/2022,15,14,24,7,,60
03/09/2022,11,13,17,17,,58
03/10/2022,10,15,20,11,,56
03/11/2022,10,14,17,16,,57
03/12/2022,19,9,31,17,,76
03/13/2022,10,11,14,16,,51
03/14/2022,15,13,21,20,,69
03/15/2022,12,12,16,16,,56
03/16/2022,15,17,20,9,,61
03/17/2022,15,5,15,13,,48
03/18/2022,11,16,11,15,,53
03/19/2022,10,8,21,13,,52
03/20/2022,17,9,12,13,,51
03/21/2022,13,16,13,17,,59
03/22/2022,19,9,15,14,,57
03/23/2022,15,15,15,9,,54
03/24/2022,14,12,15,14,,55
03/25/2022,11,7,13,11,,42
03/26/2022,11,12,22,15,,60
03/27/2022,21,10,16,13,,60
03/28/2022,12,17,12,8,,49
03/29/2022,8,12,16,12,,48
03/30/2022,10,11,17,11,,49
03/31/2022,12,9,17,12,,50
04/01/2022,7,12,16,17,,52
04/02/2022,10,12,20,20,,62
04/03/2022,23,12,21,12,,68
04/04/2022,18,9,20,15,,62
04/05/2022,11,22,17,19,,69
04/06/2022,9,13,12,13,,47
04/07/2022,14,17,15,13,,59
04/08/2022,14,22,15,15,,66
04/09/2022,19,11,14,15,,59
04/10/2022,13,9,17,17,,56
04/11/2022,17,9,21,13,,60
04/12/2022,29,12,19,15,,75
04/13/2022,23,11,27,21,,82
04/14/2022,17,11,25,20,,73
04/15/2022,19,14,24,14,,71
04/16/2022,22,15,23,10,,70
04/17/2022,14,16,18,4,,52
04/18/2022,10,9,24,15,,58
04/19/2022,9,9,13,13,,44
04/20/2022,5,15,13,6,,39
04/21/2022,16,17,16,19,,68
04/22/2022,15,6,12,7,,40
04/23/2022,13,6,16,15,,50
04/24/2022,8,9,12,7,,36
04/25/2022,14,17,14,8,,53
04/26/2022,13,14,14,8,,49
04/27/2022,16,6,16,19,,57
04/28/2022,13,14,14,13,,54
04/29/2022,10,17,15,6,,48
04/30/2022,17,9,14,20,,60
05/01/2022,11,8,15,9,,43
05/02/2022,19,15,13,10,,57
05/03/2022,11,13,22,12,,58
05/04/2022,11,12,12,14,,49
05/05/2022,14,15,10,11,,50
05/06/2022,19,16,14,9,,58
05/07/2022,12,13,20,10,,55
05/08/2022,16,16,14,8,,54
05/09/2022,13,15,16,10,,54
05/10/2022,12,17,16,11,,56
05/11/2022,9,14,13,13,,49
05/12/2022,14,18,16,21,,69
05/13/2022,18,11,10,12,,51
05/14/2022,12,11,18,20,,61
05/15/2022,19,10,14,15,,58
05/16/2022,17,15,8,10,,50
05/17/2022,18,19,13,14,,64
05/18/2022,7,14,10,17,,48
05/19/2022,11,14,21,8,,54
05/20/2022,6,13,8,8,,35
05/21/2022,11,3,5,12,,31
05/22/2022,13,12,14,7,,46
05/23/2022,6,13,15,9,,43
05/24/2022,7,17,9,9,,42
05/25/2022,14,8,10,19,,51
05/26/2022,6,14,12,11,,43
05/27/2022,16,9,14,10,,49
05/28/2022,14,8,11,16,,49
05/29/2022,16,11,16,14,,57
05/30/2022,21,11,15,15,,62
05/31/2022,18,13,16,11,,58
06/01/2022,8,11,20,14,,53
06/02/2022,13,14,16,15,,58
06/03/2022,15,8,25,10,,58
06/04/2022,14,12,19,13,,58
06/05/2022,13,6,22,23,,64
06/06/2022,14,13,21,9,,57
06/07/2022,8,11,13,11,,43
06/08/2022,12,9,14,12,,47
06/09/2022,10,8,14,12,,44
06/10/2022,14,11,15,19,,59
06/11/2022,17,11,22,12,,62
06/12/2022,10,11,12,20,,53
06/13/2022,16,13,14,11,,54
06/14/2022,9,14,13,8,,44
06/15/2022,12,9,10,10,,41
06/16/2022,15,9,12,13,,49
06/17/2022,12,12,25,5,,54
06/18/2022,11,19,14,9,,53
06/19/2022,8,8,11,6,,33
06/20/2022,8,21,15,16,,60
06/21/2022,14,12,15,3,,44
06/22/2022,15,12,12,15,,54
06/23/2022,9,12,11,9,,41
06/24/2022,12,11,8,11,,42
06/25/2022,17,12,10,11,,50
06/26/2022,11,12,16,13,,52
06/27/2022,10,13,13,13,,49
06/28/2022,11,14,11,9,,45
06/29/2022,10,10,11,15,,46
06/30/2022,17,15,11,10,,53
07/01/2022,12,16,13,8,,49
07/02/2022,18,9,21,20,,68
07/03/2022,17,17,16,10,,60
07/04/2022,12,11,14,15,,52
07/05/2022,6,9,18,7,,40
07/06/2022,9,17,10,9,,45
07/07/2022,12,14,10,11,,47
07/08/2022,12,15,14,17,,58
07/09/2022,17,17,10,15,,59
07/10/2022,23,10,28,20,,81
07/11/2022,9,10,23,15,,57
07/12/2022,8,9,11,17,,45
07/13/2022,16,12,11,15,,54
07/14/2022,12,16,7,8,,43
07/15/2022,4,11,9,9,,33
07/16/2022,10,9,6,16,,41
07/17/2022,19,7,18,13,,57
07/18/2022,14,13,12,8,,47
07/19/2022,12,10,8,9,,39
07/20/2022,15,13,14,19,,61
07/21/2022,10,15,11,11,,47
07/22/2022,9,4,12,13,,38
07/23/2022,11,8,10,15,,44
07/24/2022,16,11,22,22,,71
07/25/2022,6,16,14,11,,47
07/26/2022,12,10,9,14,,45
07/27/2022,7,17,9,12,,45
07/28/2022,11,6,17,11,,45
07/29/2022,7,4,15,11,,37
07/30/2022,23,21,27,11,,82
07/31/2022,17,10,8,14,,49
08/01/2022,13,7,9,15,,44
08/02/2022,12,10,12,8,,42
08/03/2022,14,14,15,14,,57
08/04/2022,12,8,17,10,,47
08/05/2022,8,12,6,11,,37
08/06/2022,12,13,15,7,,47
08/07/2022,13,13,12,17,,55
08/08/2022,7,7,14,11,,39
08/09/2022,9,8,5,12,,34
08/10/2022,11,10,9,20,,50
08/11/2022,8,15,11,15,,49
08/12/2022,9,5,7,16,,37
08/13/2022,6,16,12,11,,45
08/14/2022,12,9,7,6,,34
08/15/2022,9,11,12,16,,48
08/16/2022,13,15,19,11,,58
08/17/2022,13,8,12,16,,49
08/18/2022,9,11,9,8,,37
08/19/2022,8,8,12,12,,40
08/20/2022,14,9,15,16,,54
08/21/2022,18,6,8,5,,37
08/22/2022,13,12,10,12,,47
08/23/2022,9,12,13,14,,48
08/24/2022,7,10,11,15,,43
08/25/2022,11,7,10,12,,40
08/26/2022,13,9,11,4,,37
08/27/2022,16,6,12,19,,53
08/28/2022,16,11,14,15,,56
08/29/2022,10,9,6,11,,36
08/30/2022,11,18,10,12,,51
08/31/2022,17,14,10,7,,48
09/01/2022,10,17,15,11,,53
09/02/2022,18,18,16,13,,65
09/03/2022,12,10,14,17,,53
09/04/2022,11,13,16,15,,55
09/05/2022,13,8,13,12,,46
09/06/2022,16,9,12,21,,58
09/07/2022,8,10,7,15,,40
09/08/2022,18,3,17,16,,54
09/09/2022,13,8,11,13,,45
09/10/2022,7,11,8,11,,37
09/11/2022,11,14,13,11,,49
09/12/2022,10,14,24,14,,62
09/13/2022,13,10,17,7,,47
09/14/2022,7,4,16,13,,40
09/15/2022,5,8,15,11,,39
09/16/2022,12,9,15,9,,45
09/17/2022,11,9,13,12,,45
09/18/2022,16,7,15,11,,49
09/19/2022,8,14,10,13,,45
09/20/2022,5,10,11,13,,39
09/21/2022,7,18,16,10,,51
09/22/2022,7,11,18,12,,48
09/23/2022,12,8,9,7,,36
09/24/2022,16,13,17,8,,54
09/25/2022,15,14,11,11,,51
09/26/2022,11,7,13,5,,36
09/27/2022,12,11,11,5,,39
09/28/2022,15,11,12,13,,51
09/29/2022,9,6,10,3,,28
09/30/2022,6,4,4,8,,22
